,calories,distance,elevation,floors,heart,steps
07:04:00,0.9652000069618225,0.0,0,0,58.0,0
07:05:00,0.9652000069618225,0.0,0,0,64.0,0
07:06:00,0.9652000069618225,0.0,0,0,60.0,0
07:07:00,1.0617200136184692,0.0,0,0,61.0,0
07:08:00,0.9652000069618225,0.0,0,0,64.0,0
07:09:00,0.9652000069618225,0.0,0,0,66.0,0
07:10:00,0.9652000069618225,0.0,0,0,60.0,0
07:11:00,0.9652000069618225,0.0,0,0,60.0,0
07:12:00,0.9652000069618225,0.0,0,0,,0
07:13:00,0.9652000069618225,0.0,0,0,,0
07:14:00,0.9652000069618225,0.0,0,0,,0
07:15:00,1.0617200136184692,0.0,0,0,,0
07:16:00,0.9652000069618225,0.0,0,0,60.0,0
07:17:00,0.9652000069618225,0.0,0,0,63.0,0
07:18:00,2.3164799213409424,0.003914638422429562,0,0,73.0,9
07:19:00,0.9652000069618225,0.0,0,0,77.0,0
07:20:00,1.0617200136184692,0.0,0,0,71.0,0
07:21:00,0.9652000069618225,0.0,0,0,66.0,0
07:22:00,0.9652000069618225,0.0,0,0,64.0,0
07:23:00,0.9652000069618225,0.0,0,0,65.0,0
07:24:00,0.9652000069618225,0.0,0,0,69.0,0
07:25:00,0.9652000069618225,0.0,0,0,69.0,0
07:26:00,0.9652000069618225,0.0,0,0,67.0,0
07:27:00,0.9652000069618225,0.0,0,0,64.0,0
07:28:00,0.9652000069618225,0.0,0,0,65.0,0
07:29:00,0.9652000069618225,0.0,0,0,64.0,0
07:30:00,0.9652000069618225,0.0,0,0,67.0,0
07:31:00,0.9652000069618225,0.0,0,0,66.0,0
07:32:00,0.9652000069618225,0.0,0,0,66.0,0
07:33:00,0.9652000069618225,0.0,0,0,66.0,0
07:34:00,0.9652000069618225,0.0,0,0,65.0,0
07:35:00,0.9652000069618225,0.0,0,0,66.0,0
07:36:00,0.9652000069618225,0.0,0,0,70.0,0
07:37:00,0.9652000069618225,0.0,0,0,71.0,0
07:38:00,1.0617200136184692,0.0,0,0,71.0,0
07:39:00,1.0617200136184692,0.0,0,0,71.0,0
07:40:00,0.9652000069618225,0.0,0,0,,0
07:41:00,0.9652000069618225,0.0,0,0,71.0,0
07:42:00,0.9652000069618225,0.0,0,0,70.0,0
07:43:00,0.9652000069618225,0.0,0,0,68.0,0
07:44:00,0.9652000069618225,0.0,0,0,68.0,0
07:45:00,2.3164799213409424,0.004784557968378067,0,0,69.0,11
07:46:00,1.0617200136184692,0.0,0,0,70.0,0
07:47:00,1.0617200136184692,0.0,0,0,63.0,0
07:48:00,2.5095200538635254,0.00565447797998786,0,0,73.0,13
07:49:00,1.0617200136184692,0.0,0,0,75.0,0
07:50:00,0.9652000069618225,0.0,0,0,,0
07:51:00,0.9652000069618225,0.0,0,0,,0
07:52:00,0.9652000069618225,0.0,0,0,,0
07:53:00,0.9652000069618225,0.0,0,0,,0
07:54:00,0.9652000069618225,0.0,0,0,,0
07:55:00,0.9652000069618225,0.0,0,0,,0
07:56:00,0.9652000069618225,0.0,0,0,,0
07:57:00,0.9652000069618225,0.0,0,0,,0
07:58:00,0.9652000069618225,0.0,0,0,,0
07:59:00,1.0617200136184692,0.0,0,0,70.0,0
08:00:00,2.5095200538635254,0.003044718876481056,0,0,82.0,7
08:01:00,3.088639974594116,0.01304879505187273,0,0,91.0,30
08:02:00,2.5095200538635254,0.0026097591035068035,0,0,87.0,6
08:03:00,2.8956000804901123,0.006959357298910618,0,0,92.0,16
08:04:00,1.2547600269317627,0.0,0,0,87.0,0
08:05:00,2.7025599479675293,0.008264237083494663,0,0,86.0,19
